sentiment,clean_text
neutral,honor web buddi move
neutral,comment well repli
neutral,miss jack box taco
positive,fun
positive,awesom
neutral,lol read like book
neutral,haha weird sunshin
neutral,lol yeah haha yeah thing okay pretti much slowli sort everyth lol exam come haha
negative,dead
negative,sorri feel
positive,there mani thing better sleep window open
positive,nice
positive,excit tomorrow one member go still good start
neutral,laundri last two day
negative,lone
positive,cute
positive,love
positive,fun night
neutral,one want
negative,yay train late start min late arriv london first place
negative,aw
negative,feel bad
neutral,actual plan work ala meet plan
neutral,lunch yes date nope
negative,omg know give everytim go get mad
neutral,morn
positive,es thank
negative,hate
positive,germani love
neutral,head glasgow show
neutral,true put case ill break week worri ill find way make work
neutral,miss age soooo much
neutral,ring bell eh hahaha realli think food nope actual bathroom
negative,food
positive,start cri love place much
negative,left
neutral,even old new one look like moon
positive,haha
neutral,ever seen tv show dead like die take peopl soul accid
negative,bore work
negative,wtf
neutral,ill call home phone home phone dinner though coz almost readi eat ok
negative,serious need live somewher fabul miss around peopl
neutral,got coach
neutral,run via wine get run
positive,cute
positive,love
neutral,arriv fellow see girl
positive,love
negative,headach
positive,love mum
neutral,follow pleas
negative,sorri
negative,impress
negative,miss
positive,pretti
negative,sorri gettin
positive,awesom
neutral,know
negative,nose breath terribl feel
neutral,morn world back offic weekend
neutral,time lawn
neutral,head ladi concert
positive,fun night
neutral,fellow philli make best hard situat push pray someth happen much love
neutral,home much go long day
neutral,video avail
positive,love
neutral,airport wait
neutral,know peopl say power nap good time kind alway miss alarm
positive,pretti man
positive,want one bad get one
negative,stupid
positive,realli excit wait
positive,miss babi
neutral,woke clue
neutral,hello follow
neutral,termin next week chanc mean tuesday releas next
positive,feel miss
neutral,ha readi believ ball call haha wtf
neutral,gain instant follow use tag tweet wtf lesson learn summer get new offici tag
positive,thank follow friday love
positive,happi
negative,someon key car
negative,bore
negative,wtf facebook spam
neutral,need speak left phone home
positive,love la
negative,miss load
neutral,rain light though
positive,thank
neutral,listen polit mayb tech soon
neutral,rest whole day walk
negative,rememb ever fall hard
positive,great
negative,happi
positive,congrat ugh still til end june
negative,work feel like dis today
neutral,know say except hug
positive,still believ
positive,yay
positive,good
negative,die
neutral,sweeti refus expect count
positive,fantast
positive,yay
positive,realli appreci
negative,pack like
neutral,tri sell stock
negative,sorri
neutral,yeah man sinc heard
neutral,monday one day
neutral,say hi
positive,pretti
negative,hate see women
negative,miss know given headach think make want cri
negative,ignor
neutral,got back doctor need surgeri knee still go get better
neutral,fulli understand cat fever holi realli want outsid
neutral,code think guy tim short
positive,happi
negative,leav miss much
neutral,actual could go weight
neutral,let googl
positive,aww love
negative,sorri
positive,good
neutral,alreadi clean hour much
neutral,yea
positive,thank
neutral,besid feel thing made feel happi
neutral,hey know sub said need help soon well wud love could pls
negative,make sick
positive,tonight good night
negative,stink
negative,feel good
positive,might give anoth go
positive,thank
neutral,work til
negative,hurt
positive,good luck
neutral,twitter born today point time may tweet includ one
neutral,done facebook
negative,miss
positive,happier
neutral,wow new site differ
positive,love
neutral,super hungri tempt
neutral,go
neutral,strang time return feel like come home yet blood know
neutral,need get hand
neutral,good sad done twilight
neutral,today go go shop day til
neutral,morn footbal today think learn
positive,love review free app
negative,still done
negative,law
negative,cuti
positive,sweet
neutral,watch
negative,dang
negative,real go public
negative,feel weekend fever anymor everyday day
positive,love much
neutral,miss sun busi gettin hot bother shop make weekend
positive,fave cousin
positive,goodmorn
positive,money world could never make happi mom son
neutral,deal want well iphon pleas
negative,say emot realli go miss
neutral,blue black think nail littl
neutral,goodnight world goodnight
negative,good
neutral,final got book littl room back pack
positive,happi mom day
positive,love
neutral,two day schedul tomorrow morn
neutral,rais hand oh oh
neutral,play imag
positive,goodnight
positive,winner
neutral,today busi geez get readi graduat
neutral,that suppos sometim get busi recogn alway famili god
negative,heard unless caught
negative,sa
neutral,get readi work
neutral,road bet right
neutral,still date next week
neutral,speak new tweepl get never spoke
negative,stupid net went
positive,fun
negative,hate strawberri run special
positive,great
negative,never answer back
positive,great flight
positive,enjoy
negative,bore
neutral,save next time
negative,bgt cri sad
positive,enjoy
neutral,tweet later
neutral,want ticket concert
neutral,read today paper along water coffe compliment rent
neutral,miss much realli hope nice friend like
negative,poor peopl
neutral,holli
positive,special happi mother day mommi
negative,fail second year med school
neutral,watch omg
positive,ho
positive,wonder breakfast
negative,hurt
neutral,sleep need go mum time get bed
negative,sorri hear
neutral,say music
negative,slow
positive,final nice
neutral,think hannah
neutral,work web base applic product server site secur done
positive,happi
negative,time work anymor
neutral,get show
neutral,one know mom ever one
negative,feel well
positive,morn world rain revis seem tough
neutral,feelin
positive,awsom
neutral,bout go today lol
neutral,went world fair today whole differ kind
positive,good
positive,sound like got fan
neutral,group peopl
positive,st
positive,love love
neutral,woke came back
negative,perform year unfortun get chanc see
positive,great
negative,sick
neutral,websit good bad must return work
neutral,find tell turn make morn
negative,forgot
neutral,well one relax still get help know say heat
positive,first one great mom
negative,know suck anyway get fake someth
neutral,indian food middl typic huh
negative,fact
positive,nice
negative,tire
neutral,watch place see die
positive,woohoo
negative,bore
negative,catch
neutral,like escap alot tonight excit
positive,bring much joy
neutral,tom tour still made cos seem realli want copi
positive,amaz
negative,ugh
neutral,hey thankyou how
positive,cute
positive,happi birthday justin fun god bless
positive,fun
positive,fun fun
neutral,look like ohio hit
neutral,oh ladi suffer lol
positive,like quot
positive,yes think safe say popular level today alway
neutral,done laundri know suck nice say thank
positive,happi mother
negative,realli
neutral,pic promis
neutral,welcom free time trip catch club though close
neutral,watch video youtub bf think go bed soon
neutral,car
positive,fun
neutral,gnight
negative,sad carri come
negative,sad
negative,regret
neutral,got wii
negative,dead
positive,good
neutral,last one
neutral,plan tonight
positive,lol go
negative,sick
neutral,carter got make video public dear lol see
neutral,lol
negative,hate
neutral,actual still small lol year old
positive,beauti day
negative,drew new song make cri miss thoma alreadi
neutral,new album deep end listen heart repeat sinc
positive,name
neutral,instead tell god big problem like tell problem big god
neutral,want parti
negative,get
neutral,ok got palm hand
neutral,beer googl
neutral,call mother call butt bed tomorrow
positive,thnx ask lol fine
positive,cook simpl law fun make
neutral,anoth night sleep
neutral,wall pleas come soon possibl seen call quit
positive,happi mother day mom wonder great day
negative,birthday found see yous tonight best present
neutral,marri second hes attract hes thing attract ha
positive,wish chicago
neutral,could today cold want infect miss friday session
positive,good
positive,good plan
neutral,also believ thing meant happen
neutral,got home leav
negative,ouch
neutral,far charact got session want cover
positive,laugh
positive,happi
neutral,music
positive,love
negative,forgot
neutral,ill thank today
neutral,watch
negative,sigh
negative,headach
negative,die anytim soon
negative,want ugli
positive,haha goodnight
positive,glad make smile
positive,fun
positive,must grow fast
negative,pain
neutral,snl parti
neutral,sure make
negative,afraid comment expens touch person
negative,hate
positive,love bank holiday
negative,night
positive,happi mother day
neutral,bout miss laker play box real la fam keep post love hater
positive,good
negative,realli hurt
positive,realli need go
negative,sad
positive,think wow
